Number,"Time (seconds)","Distance (meters)","Pace (seconds)",Watts,Cal/Hr,"Stroke Rate","Heart Rate"
6448,10511.5,33241.6,143.2,119,710,36,
6449,10513.2,33247.7,143.8,118,705,37,
6450,10514.7,33252.9,143.8,118,705,37,
6451,10516.5,33259.0,143.8,118,705,36,
6452,10518.2,33265.2,143.1,119,711,36,
6453,10520.0,33271.3,143.6,118,706,35,
6454,10521.5,33276.4,143.6,118,706,35,
6455,10523.2,33282.4,146.4,112,683,36,
6456,10525.0,33288.4,146.2,112,685,36,
6457,10526.7,33294.4,146.4,112,683,36,
6458,10528.2,33299.5,146.4,112,683,36,
6459,10530.0,33305.5,145.0,115,695,36,
6460,10531.5,33310.8,145.0,115,695,36,
6461,10533.2,33316.9,143.9,117,704,36,
6462,10535.0,33322.9,144.6,116,698,35,
6463,10536.7,33329.0,145.3,114,692,35,
6464,10538.2,33334.2,145.3,114,692,35,
6465,10540.0,33340.1,145.1,115,694,35,
6466,10541.7,33346.2,146.2,112,685,36,
6467,10543.5,33352.3,144.3,116,700,37,
6468,10545.0,33357.4,145.1,115,694,36,
6469,10546.7,33363.4,147.3,110,676,36,
6470,10548.2,33368.5,147.3,110,676,36,
6471,10550.0,33374.5,146.3,112,684,36,
6472,10551.7,33380.5,146.1,112,686,36,
6473,10553.5,33386.6,145.7,113,689,35,
6474,10555.0,33391.7,145.7,113,689,35,
6475,10556.7,33397.9,144.2,117,701,36,
6476,10558.5,33404.0,143.7,118,705,35,
6477,10560.2,33410.0,145.6,113,690,35,
6478,10562.0,33416.1,144.6,116,698,35,
6479,10563.7,33422.2,144.8,115,696,35,
6480,10565.2,33427.3,144.8,115,696,35,
6481,10566.7,33432.5,145.1,115,694,36,
6482,10568.5,33438.2,152.2,99,641,39,
6483,10569.7,33442.3,152.2,99,641,39,
6484,10571.5,33448.3,146.3,112,684,37,
6485,10573.2,33454.5,143.9,117,704,36,
6486,10574.7,33459.8,143.9,117,704,36,
6487,10576.5,33465.9,143.6,118,706,36,
6488,10578.2,33471.9,145.8,113,688,35,
6489,10580.0,33477.9,146.0,112,687,35,
6490,10581.7,33483.9,145.4,114,691,35,
6491,10583.5,33490.1,144.3,116,700,35,
6492,10585.0,33495.2,144.3,116,700,35,
6493,10586.7,33501.3,144.4,116,700,35,
6494,10588.5,33507.3,145.0,115,695,35,
6495,10590.2,33513.3,146.7,111,681,35,
6496,10592.0,33519.2,147.3,110,676,35,
6497,10593.7,33525.2,146.7,111,681,35,
6498,10595.5,33531.2,147.0,110,679,35,
6499,10597.0,33536.3,147.0,110,679,35,
6500,10598.7,33542.3,147.2,110,677,35,
6501,10600.5,33548.3,146.2,112,685,35,
6502,10602.2,33554.4,143.9,117,704,35,
6503,10604.0,33560.6,141.2,124,727,35,
6504,10605.7,33566.8,142.0,122,720,35,
6505,10607.5,33573.0,141.9,122,721,35,
6506,10609.0,33578.3,141.9,122,721,35,
6507,10610.7,33584.6,140.2,127,737,36,
6508,10612.5,33590.8,139.7,128,741,34,
6509,10614.2,33597.2,138.5,132,753,36,
6510,10615.7,33602.6,138.5,132,753,36,
6511,10617.5,33608.9,138.7,131,751,35,
6512,10619.2,33615.2,140.2,127,737,35,
6513,10621.0,33621.5,139.9,128,739,36,
6514,10622.7,33627.7,140.1,127,738,35,
6515,10624.2,33633.0,140.1,127,738,35,
6516,10626.0,33639.1,142.2,122,718,36,
6517,10627.7,33645.1,144.4,116,700,34,
6518,10629.5,33651.2,144.0,117,703,36,
6519,10631.2,33657.4,142.8,120,713,36,
6520,10632.7,33662.6,142.8,120,713,36,
6521,10634.5,33668.7,143.1,119,711,36,
6522,10636.2,33674.7,145.5,114,691,35,
6523,10638.0,33680.8,144.6,116,698,35,
6524,10639.7,33686.8,145.9,113,687,35,
6525,10641.5,33692.8,147.1,110,678,35,
6526,10643.2,33698.8,146.7,111,681,34,
6527,10645.0,33704.8,145.8,113,688,34,
6528,10646.7,33710.7,147.5,109,675,34,
6529,10648.5,33716.6,147.5,109,675,34,
6530,10650.2,33722.6,147.4,109,676,35,
6531,10651.9,33728.6,145.1,115,694,36,
6532,10653.7,33734.8,142.6,121,715,35,
6533,10655.5,33740.9,144.2,117,701,34,
6534,10657.2,33746.9,145.7,113,689,34,
6535,10659.0,33752.9,146.1,112,686,35,
6536,10660.7,33759.0,145.6,113,690,34,
6537,10662.5,33765.0,146.0,112,687,35,
6538,10664.2,33771.0,146.7,111,681,34,
6539,10665.9,33776.9,146.3,112,684,34,
6540,10667.7,33783.0,145.9,113,687,34,
6541,10669.2,33788.1,145.9,113,687,34,
6542,10671.2,33795.0,146.3,112,684,33,
6543,10673.0,33801.1,144.3,116,700,35,
6544,10674.5,33806.2,144.3,116,700,35,
6545,10676.2,33812.3,145.1,115,694,35,
6546,10678.2,33819.1,146.3,112,684,33,
6547,10679.7,33824.3,146.3,112,684,33,
6548,10681.5,33830.4,143.2,119,710,36,
6549,10683.2,33836.5,144.2,117,701,35,
6550,10685.0,33842.6,144.5,116,699,35,
6551,10686.7,33848.6,145.5,114,691,35,
6552,10688.5,33854.6,146.6,111,682,34,
6553,10689.9,33859.6,146.6,111,682,34,
6554,10691.7,33865.6,146.7,111,681,36,
6555,10693.4,33871.6,146.7,111,681,35,
6556,10695.2,33877.6,147.1,110,678,35,
6557,10697.0,33883.7,147.1,110,678,35,
6558,10698.7,33889.8,144.5,116,699,34,
6559,10700.7,33896.8,144.9,115,695,33,
6560,10702.2,33901.9,144.9,115,695,33,
6561,10704.2,33908.8,146.3,112,684,33,
6562,10705.9,33914.8,146.4,112,683,34,
6563,10707.7,33920.7,147.4,109,676,36,
6564,10709.2,33925.9,147.4,109,676,36,
6565,10711.2,33932.8,146.2,112,685,34,
6566,10712.7,33937.8,146.2,112,685,34,
6567,10714.4,33943.5,154.4,95,627,38,
6568,10715.9,33948.4,157.0,90,611,39,
6569,10717.4,33953.4,157.0,90,611,39,
6570,10719.2,33959.4,148.4,107,668,36,
6571,10721.0,33965.4,145.9,113,687,35,
6572,10722.7,33971.3,148.2,108,670,35,
6573,10724.5,33977.3,148.7,106,666,35,
6574,10726.2,33983.3,146.7,111,681,35,
6575,10727.9,33989.2,147.5,109,675,34,
6576,10729.7,33995.1,147.4,109,676,34,
6577,10731.2,34000.2,147.4,109,676,34,
6578,10732.9,34006.1,147.9,108,672,35,
6579,10734.7,34012.1,147.6,109,674,35,
6580,10736.4,34018.1,145.8,113,688,35,
6581,10737.9,34023.2,145.8,113,688,35,
6582,10739.7,34029.2,146.6,111,682,36,
6583,10741.4,34035.0,147.8,108,673,35,
6584,10743.2,34041.0,148.4,107,668,34,
6585,10744.9,34047.0,147.4,109,676,34,
6586,10746.7,34052.9,147.7,109,673,34,
6587,10748.4,34058.8,148.8,106,665,35,
6588,10750.2,34064.7,147.1,110,678,34,
6589,10752.0,34070.9,143.9,117,704,36,
6590,10753.7,34077.0,142.5,121,716,36,
6591,10755.2,34082.4,141.9,122,721,38,
6592,10756.7,34087.6,141.9,122,721,38,
6593,10758.4,34093.8,141.5,124,725,38,
6594,10759.9,34099.1,141.5,124,725,38,
6595,10761.7,34105.3,141.5,124,725,36,
6596,10763.2,34110.6,141.5,124,725,36,
6597,10764.9,34116.8,142.7,120,714,36,
6598,10766.7,34123.0,142.9,120,712,37,
6599,10768.2,34128.3,142.9,120,712,37,
6600,10769.9,34134.4,142.6,121,715,37,
6601,10771.4,34139.6,142.6,121,715,37,
6602,10773.2,34145.6,146.5,111,683,36,
6603,10774.9,34151.6,147.6,109,674,36,
6604,10776.4,34156.8,147.6,109,674,36,
6605,10778.2,34162.9,143.9,117,704,36,
6606,10779.9,34169.0,145.5,114,691,34,
6607,10781.4,34174.1,145.5,114,691,34,
6608,10783.2,34180.1,145.5,114,691,37,
6609,10784.9,34186.2,144.9,115,695,36,
6610,10786.4,34191.4,144.9,115,695,36,
6611,10788.2,34197.3,145.9,113,687,36,
6612,10789.9,34203.3,148.2,108,670,36,
6613,10791.7,34209.1,149.2,105,662,35,
6614,10793.4,34215.0,149.7,104,659,36,
6615,10794.9,34220.0,149.7,104,659,36,
6616,10796.7,34225.8,150.2,103,655,35,
6617,10798.4,34231.7,149.4,105,661,35,
6618,10800.2,34237.6,148.2,108,670,35,
6619,10801.9,34243.6,147.9,108,672,34,
6620,10803.7,34249.6,145.1,115,694,35,
6621,10805.2,34254.7,145.1,115,694,35,
6622,10806.9,34260.6,146.6,111,682,35,
6623,10808.7,34266.6,147.6,109,674,36,
6624,10810.4,34272.6,146.7,111,681,35,
6625,10812.2,34278.7,143.8,118,705,35,
6626,10813.9,34284.9,142.7,120,714,34,
6627,10815.7,34291.1,142.9,120,712,35,
6628,10817.4,34297.2,142.2,122,718,35,
6629,10818.9,34302.5,142.2,122,718,35,
6630,10820.7,34308.6,143.0,120,711,36,
6631,10822.2,34314.0,140.5,126,734,39,
6632,10823.7,34319.4,140.5,126,734,39,
6633,10825.4,34325.8,137.7,134,761,36,
6634,10827.2,34332.1,138.5,132,753,36,
6635,10828.7,34337.5,138.5,132,753,36,
6636,10830.4,34343.7,139.3,129,745,35,
6637,10832.2,34350.0,141.1,125,728,36,
6638,10833.9,34356.2,142.5,121,716,36,
6639,10835.4,34361.3,142.5,121,716,36,
6640,10837.2,34367.4,145.4,114,691,36,
6641,10838.9,34373.5,143.8,118,705,36,
6642,10840.4,34378.7,143.8,118,705,36,
6643,10842.2,34384.8,142.5,121,716,38,
6644,10843.9,34391.0,141.3,124,726,35,
6645,10845.4,34396.4,142.4,121,717,37,
6646,10847.2,34402.6,141.6,123,724,37,
6647,10848.7,34407.8,142.6,121,715,37,
6648,10850.4,34413.9,144.5,116,699,37,
6649,10851.9,34419.0,146.7,111,681,39,
6650,10853.4,34424.0,151.5,101,646,38,
6651,10854.9,34429.0,151.5,101,646,38,
6652,10856.4,34434.1,148.7,106,666,38,
6653,10858.2,34440.1,146.6,111,682,37,
6654,10859.7,34445.2,146.6,111,682,37,
6655,10861.4,34451.2,145.1,115,694,36,
6656,10862.9,34456.6,145.1,115,694,36,
6657,10864.7,34462.6,147.4,109,676,38,
6658,10866.2,34467.5,150.7,102,651,39,
6659,10867.7,34472.6,149.4,105,661,39,
6660,10869.2,34477.7,149.4,105,661,39,
6661,10870.9,34483.7,144.9,115,695,38,
6662,10872.4,34488.9,144.9,115,695,38,
6663,10874.2,34494.9,145.8,113,688,35,
6664,10875.9,34501.0,144.9,115,695,36,
6665,10877.7,34507.0,146.2,112,685,35,
6666,10879.2,34512.1,146.2,112,685,35,
6667,10880.9,34518.2,146.2,112,685,37,
6668,10882.4,34523.2,146.2,112,685,37,
6669,10884.2,34529.3,145.7,113,689,37,
6670,10885.7,34534.5,145.7,113,689,37,
6671,10887.4,34540.5,145.7,113,689,36,
6672,10889.2,34546.4,147.6,109,674,35,
6673,10890.9,34552.3,148.8,106,665,35,
6674,10892.4,34557.4,148.8,106,665,35,
6675,10894.2,34563.5,145.9,113,687,37,
6676,10895.9,34569.5,145.4,114,691,36,
6677,10897.4,34574.6,145.4,114,691,36,
6678,10899.2,34580.7,144.7,116,697,36,
6679,10900.7,34585.9,144.7,116,697,36,
6680,10902.4,34592.0,143.5,118,707,37,
6681,10903.9,34597.3,143.5,118,707,37,
6682,10905.7,34603.4,143.3,119,709,37,
6683,10907.4,34609.6,143.7,118,705,35,
6684,10909.2,34615.6,143.7,118,705,35,
6685,10910.7,34620.8,143.7,118,705,35,
6686,10912.4,34626.9,145.3,114,692,35,
6687,10914.2,34632.9,145.4,114,691,35,
6688,10915.9,34639.0,145.2,114,693,36,
6689,10917.7,34645.1,143.6,118,706,35,
6690,10919.2,34650.3,143.6,118,706,35,
6691,10920.9,34656.4,142.8,120,713,35,
6692,10922.7,34662.5,144.1,117,702,35,
6693,10924.4,34668.6,145.5,114,691,35,
6694,10925.9,34673.8,143.8,118,705,37,
6695,10927.4,34679.1,143.8,118,705,37,
6696,10929.2,34685.3,141.9,122,721,37,
6697,10930.7,34690.5,141.9,122,721,37,
6698,10932.4,34696.6,146.2,112,685,37,
6699,10933.9,34701.6,146.2,112,685,37,
6700,10935.7,34707.6,146.1,112,686,37,
6701,10937.4,34713.7,146.0,112,687,36,
6702,10938.9,34718.8,147.3,110,676,37,
6703,10940.4,34723.9,146.9,110,679,40,
6704,10941.9,34728.7,154.6,95,625,42,
6705,10943.2,34732.7,154.6,95,625,42,
6706,10944.9,34738.8,144.9,115,695,36,
6707,10946.7,34744.9,144.1,117,702,35,
6708,10948.4,34751.0,144.8,115,696,35,
6709,10950.2,34757.0,145.8,113,688,34,
6710,10951.7,34762.1,145.8,113,688,34,
6711,10953.4,34768.1,146.1,112,686,36,
6712,10955.2,34774.2,146.1,112,686,35,
6713,10956.9,34780.2,145.6,113,690,35,
6714,10958.7,34786.1,147.5,109,675,35,
6715,10960.4,34792.0,148.8,106,665,34,
6716,10962.2,34797.9,149.3,105,661,34,
6717,10963.9,34803.8,148.6,107,667,35,
6718,10965.7,34809.8,146.5,111,683,35,
6719,10967.4,34815.8,146.1,112,686,34,
6720,10969.2,34821.9,145.5,114,691,35,
6721,10970.7,34827.1,145.5,114,691,35,
6722,10972.4,34833.1,143.5,118,707,36,
6723,10974.2,34839.1,145.9,113,687,34,
6724,10975.9,34845.2,146.2,112,685,34,
6725,10977.7,34851.1,147.2,110,677,35,
6726,10979.4,34857.1,146.2,112,685,34,
6727,10981.2,34863.2,144.2,117,701,35,
6728,10982.9,34869.2,145.9,113,687,34,
6729,10984.7,34875.2,146.1,112,686,34,
6730,10986.4,34881.3,144.9,115,695,35,
6731,10988.2,34887.3,146.6,111,682,34,
6732,10989.9,34893.2,147.8,108,673,34,
6733,10991.4,34898.3,147.8,108,673,34,
6734,10993.2,34904.2,147.6,109,674,36,
6735,10994.9,34910.2,146.7,111,681,35,
6736,10996.4,34915.3,146.7,111,681,35,
6737,10998.2,34921.3,147.1,110,678,36,
6738,10999.9,34927.3,146.1,112,686,36,
6739,11001.7,34933.4,145.4,114,691,35,
6740,11003.4,34939.3,146.2,112,685,35,
6741,11005.2,34945.3,147.4,109,676,35,
6742,11006.7,34950.4,147.4,109,676,35,
6743,11008.4,34956.4,146.9,110,679,35,
6744,11010.2,34962.4,146.2,112,685,36,
6745,11011.9,34968.5,145.3,114,692,35,
6746,11013.4,34973.6,145.3,114,692,35,
6747,11015.2,34979.7,145.5,114,691,36,
6748,11016.9,34985.7,145.6,113,690,35,
6749,11018.4,34990.9,145.6,113,690,35,
6750,11020.2,34997.0,144.1,117,702,37,
6751,11021.7,35002.1,144.1,117,702,37,
6752,11023.4,35008.1,144.9,115,695,36,
6753,11025.2,35014.0,147.9,108,672,36,
6754,11026.9,35020.0,147.4,109,676,36,
6755,11028.4,35025.2,147.4,109,676,36,
6756,11030.2,35031.2,145.5,114,691,37,
6757,11031.9,35037.2,145.8,113,688,35,
6758,11033.4,35042.4,146.4,112,683,37,
6759,11035.2,35048.4,147.4,109,676,37,
6760,11036.7,35053.4,147.4,109,676,37,
6761,11038.4,35059.5,146.3,112,684,35,
6762,11040.2,35065.4,146.9,110,679,35,
6763,11041.7,35070.5,146.9,110,679,35,
6764,11043.4,35076.4,147.8,108,673,36,
6765,11045.2,35082.3,150.5,103,653,37,
6766,11046.7,35087.1,155.2,94,622,38,
6767,11048.2,35092.1,155.2,94,622,38,
6768,11049.9,35098.1,146.6,111,682,36,
6769,11051.7,35104.1,147.1,110,678,36,
6770,11053.2,35109.2,147.1,110,678,36,
6771,11054.9,35115.1,147.6,109,674,35,
6772,11056.7,35121.1,148.5,107,667,35,
6773,11058.4,35126.9,150.8,102,651,35,
6774,11060.2,35132.7,150.9,102,650,35,
6775,11061.9,35138.5,151.4,101,647,34,
6776,11063.7,35144.4,150.4,103,654,34,
6777,11065.4,35150.3,148.8,106,665,35,
6778,11067.2,35156.2,147.6,109,674,34,
6779,11068.9,35162.2,146.7,111,681,34,
6780,11070.4,35167.3,146.7,111,681,34,
6781,11072.2,35173.5,144.7,116,697,36,
6782,11073.9,35179.6,142.7,120,714,35,
6783,11075.7,35185.7,144.0,117,703,35,
6784,11077.4,35191.8,143.9,117,704,34,
6785,11078.9,35197.1,143.9,117,704,34,
6786,11080.4,35202.4,141.4,124,726,37,
6787,11082.2,35208.8,139.2,130,746,38,
6788,11083.7,35214.2,138.9,131,749,38,
6789,11085.2,35219.6,138.9,131,749,38,
6790,11086.9,35226.0,137.5,135,763,38,
6791,11088.4,35231.5,137.9,133,759,39,
6792,11089.9,35236.9,137.3,135,765,40,
6793,11091.4,35242.4,137.0,136,768,40,
6794,11092.9,35247.9,137.9,133,759,38,
6795,11094.4,35253.3,138.7,131,751,39,
6796,11095.9,35258.7,139.4,129,744,41,
6797,11097.4,35264.0,140.2,127,737,40,
6798,11098.9,35269.4,140.2,127,737,40,
6799,11100.7,35275.6,140.9,125,730,39,
6800,11102.2,35281.0,140.0,128,738,39,
6801,11103.7,35286.4,140.4,126,735,38,
6802,11105.2,35291.7,140.4,126,735,38,
6803,11106.7,35297.0,141.4,124,726,38,
6804,11108.4,35303.2,142.7,120,714,38,
6805,11109.9,35308.4,142.7,120,714,38,
6806,11111.6,35314.5,144.3,116,700,37,
6807,11113.2,35319.7,144.8,115,696,38,
6808,11114.7,35324.9,144.4,116,700,39,
6809,11116.4,35331.0,143.5,118,707,37,
6810,11117.9,35336.3,143.6,118,706,38,
6811,11119.6,35342.3,143.6,118,706,37,
6812,11121.2,35347.5,145.4,114,691,37,
6813,11122.7,35352.7,145.4,114,691,37,
6814,11124.2,35358.0,145.1,115,694,38,
6815,11125.9,35364.1,144.2,117,701,38,
6816,11127.4,35369.3,144.1,117,702,38,
6817,11128.9,35374.5,144.1,117,702,38,
6818,11130.7,35380.5,145.7,113,689,37,
6819,11132.2,35385.6,148.1,108,670,37,
6820,11133.9,35391.5,148.2,108,670,37,
6821,11135.4,35396.6,147.6,109,674,38,
6822,11136.9,35401.7,147.6,109,674,38,
6823,11138.6,35407.7,145.8,113,688,38,
6824,11140.2,35412.9,147.1,110,678,38,
6825,11141.7,35417.9,147.1,110,678,38,
6826,11143.4,35423.9,147.9,108,672,38,
6827,11144.9,35428.9,147.9,108,672,38,
6828,11146.6,35434.9,147.1,110,678,36,
6829,11148.2,35440.1,147.1,110,678,36,
6830,11149.9,35446.2,144.8,115,696,36,
6831,11151.4,35451.4,142.8,120,713,40,
6832,11152.9,35456.8,140.3,127,736,39,
6833,11154.4,35462.1,140.3,127,736,39,
6834,11155.9,35467.5,139.9,128,739,38,
6835,11157.6,35473.9,138.8,131,750,39,
6836,11159.1,35479.3,138.4,132,754,40,
6837,11160.7,35484.7,138.9,131,749,39,
6838,11162.2,35490.2,138.6,131,752,38,
6839,11163.6,35495.5,138.6,131,752,39,
6840,11165.4,35501.9,138.3,132,755,37,
6841,11166.9,35507.3,140.0,128,738,39,
6842,11168.4,35512.7,140.5,126,734,40,
6843,11169.9,35518.1,139.4,129,744,40,
6844,11171.4,35523.4,140.4,126,735,39,
6845,11172.9,35528.7,140.4,126,735,39,
6846,11174.6,35534.9,141.1,125,728,38,
6847,11176.1,35540.2,141.1,125,728,38,
6848,11177.7,35545.5,142.3,121,718,37,
6849,11179.4,35551.6,142.9,120,712,38,
6850,11180.9,35556.8,142.9,120,712,38,
6851,11182.7,35562.8,146.7,111,681,37,
6852,11184.1,35567.9,146.7,111,681,37,
6853,11185.9,35573.9,147.7,109,673,37,
6854,11187.4,35579.0,148.6,107,667,37,
6855,11189.2,35584.9,147.6,109,674,37,
6856,11190.6,35590.0,146.9,110,679,37,
6857,11192.2,35595.1,146.9,110,679,37,
6858,11193.9,35601.1,146.4,112,683,37,
6859,11195.6,35607.1,147.1,110,678,37,
6860,11197.2,35612.3,146.5,111,683,37,
6861,11198.6,35617.3,146.5,111,683,37,
6862,11200.4,35623.4,145.3,114,692,39,
6863,11201.9,35628.6,145.7,113,689,39,
6864,11203.4,35633.7,147.3,110,676,37,
6865,11204.9,35638.8,147.3,110,676,37,
6866,11206.6,35644.8,146.9,110,679,37,
6867,11208.4,35650.7,147.0,110,679,36,
6868,11209.9,35655.8,147.0,110,679,36,
6869,11211.6,35661.8,147.6,109,674,37,
6870,11213.1,35666.8,147.6,109,674,37,
6871,11214.9,35672.8,148.3,107,669,37,
6872,11216.4,35677.9,148.3,107,669,37,
6873,11218.1,35683.8,148.9,106,664,36,
6874,11219.6,35688.8,148.9,106,664,36,
6875,11221.4,35694.6,149.8,104,658,36,
6876,11223.1,35700.5,150.5,103,653,37,
6877,11224.6,35705.5,150.2,103,655,38,
6878,11226.4,35711.3,150.1,103,656,36,
6879,11227.9,35716.3,151.1,101,649,38,
6880,11229.7,35722.1,152.1,99,642,36,
6881,11231.1,35727.0,152.1,99,642,36,
6882,11232.9,35732.9,150.7,102,651,36,
6883,11234.4,35737.9,150.7,102,651,36,
6884,11236.1,35743.8,148.0,108,671,36,
6885,11237.9,35749.7,149.9,104,657,37,
6886,11239.4,35754.7,149.9,104,657,37,
6887,11241.1,35760.6,148.1,108,670,37,
6888,11242.6,35765.7,148.1,108,670,37,
6889,11244.4,35771.8,145.1,115,694,36,
6890,11245.9,35776.9,145.1,115,694,36,
6891,11247.6,35783.0,145.5,114,691,37,
6892,11249.4,35789.0,147.0,110,679,36,
6893,11250.9,35794.1,146.6,111,682,38,
6894,11252.4,35799.2,146.6,111,682,38,
6895,11254.1,35805.3,146.2,112,685,37,
6896,11255.6,35810.4,147.6,109,674,40,
6897,11256.4,35812.9,147.6,109,674,40,
6898,11257.4,35816.0,155.5,93,620,72,
6899,11261.1,35826.4,155.5,93,620,72,
6900,11262.4,35829.9,180.0,60,506,15,
6901,11263.9,35834.2,174.4,66,527,46,
6902,11265.1,35837.9,171.1,70,540,45,
6903,11266.4,35841.6,168.6,73,551,49,
6904,11267.6,35845.4,169.3,72,548,46,
6905,11268.9,35849.0,169.3,72,548,46,
6906,11270.1,35852.8,168.3,73,552,45,
6907,11271.4,35856.5,169.7,72,546,51,
6908,11272.6,35860.1,169.7,72,546,51,
6909,11273.9,35863.7,173.5,67,530,44,
6910,11275.1,35867.2,175.0,65,524,48,
6911,11276.4,35870.7,177.1,63,516,47,
6912,11277.6,35874.2,181.4,59,501,55,
6913,11278.6,35876.9,181.9,58,500,61,
6914,11279.4,35879.0,181.9,58,500,61,
6915,11280.1,35881.1,178.5,62,511,88,
6916,11280.9,35883.2,177.9,62,513,82,
6917,11281.6,35885.3,177.9,62,513,82,
6918,11282.4,35887.4,179.7,60,507,77,
6919,11283.4,35890.1,180.3,60,505,76,
6920,11284.1,35892.2,182.2,58,499,74,
6921,11284.9,35894.3,181.9,58,500,80,
6922,11285.4,35895.6,185.5,55,488,106,
6923,11287.9,35902.1,194.8,47,462,25,
6924,11289.4,35906.7,166.9,75,559,38,
6925,11290.9,35911.4,156.5,91,614,38,
6926,11292.4,35916.5,156.5,91,614,38,
6927,11294.1,35922.7,141.7,123,723,36,
6928,11295.9,35929.0,138.3,132,755,35,
6929,11297.4,35934.5,138.3,132,755,35,
6930,11299.1,35940.9,138.4,132,754,39,
6931,11300.6,35946.2,138.4,132,754,39,
6932,11302.4,35952.4,141.3,124,726,36,
6933,11303.9,35957.7,141.3,124,726,36,
6934,11305.6,35963.8,142.7,120,714,36,
6935,11307.1,35969.1,142.9,120,712,43,
6936,11308.6,35974.1,148.9,106,664,38,
6937,11310.4,35980.2,145.3,114,692,37,
6938,11311.9,35985.3,145.3,114,692,37,
6939,11313.6,35991.3,146.6,111,682,36,
6940,11315.4,35997.3,146.2,112,685,35,
6941,11316.9,36002.5,146.2,112,685,35,
6942,11318.6,36008.5,145.7,113,689,35,
6943,11320.4,36014.5,145.3,114,692,35,
6944,11322.1,36020.6,144.5,116,699,36,
6945,11323.6,36025.8,144.5,116,699,36,
6946,11325.4,36032.0,143.7,118,705,35,
6947,11327.1,36038.2,142.9,120,712,36,
6948,11328.9,36044.3,142.8,120,713,35,
6949,11330.6,36050.5,142.3,121,718,35,
6950,11332.1,36055.7,142.3,121,718,35,
6951,11333.9,36061.8,143.3,119,709,36,
6952,11335.6,36067.9,144.2,117,701,36,
6953,11337.1,36073.0,144.2,117,701,36,
6954,11339.1,36079.9,147.0,110,679,34,
6955,11340.6,36085.1,147.0,110,679,34,
6956,11342.4,36091.2,144.1,117,702,35,
6957,11344.1,36097.3,142.4,121,717,36,
6958,11345.6,36102.6,142.4,121,717,36,
6959,11347.4,36108.8,142.3,121,718,35,
6960,11349.1,36115.0,139.6,129,742,35,
6961,11350.9,36121.3,140.0,128,738,35,
6962,11352.4,36126.6,140.0,128,738,35,
6963,11354.1,36132.9,141.7,123,723,35,
6964,11355.9,36139.0,142.3,121,718,34,
6965,11357.6,36145.3,140.9,125,730,36,
6966,11359.1,36150.6,140.9,125,730,36,
6967,11360.9,36156.8,141.4,124,726,37,
6968,11362.6,36163.0,141.3,124,726,36,
6969,11364.1,36168.3,141.3,124,726,36,
6970,11365.9,36174.6,141.5,124,725,36,
6971,11367.6,36180.7,142.3,121,718,36,
6972,11369.1,36186.0,142.3,121,718,36,
6973,11370.9,36192.0,143.5,118,707,36,
6974,11372.4,36197.4,143.5,118,707,36,
6975,11374.1,36203.5,143.1,119,711,37,
6976,11375.6,36208.6,143.1,119,711,37,
6977,11377.4,36214.7,144.6,116,698,36,
6978,11379.1,36220.9,142.2,122,718,36,
6979,11380.9,36227.2,141.4,124,726,36,
6980,11382.4,36232.5,141.4,124,726,36,
6981,11384.1,36238.7,140.7,126,732,36,
6982,11385.6,36244.1,140.7,126,732,36,
6983,11387.4,36250.3,140.8,125,731,36,
6984,11389.1,36256.6,141.1,125,728,36,
6985,11390.6,36261.9,141.5,124,725,37,
6986,11392.4,36268.2,140.1,127,738,37,
6987,11393.9,36273.5,141.0,125,729,37,
6988,11395.6,36279.7,140.4,126,735,37,
6989,11397.1,36285.0,141.2,124,727,37,
6990,11398.9,36291.2,143.9,117,704,36,
6991,11400.4,36296.4,143.9,117,704,36,
6992,11402.1,36302.5,143.1,119,711,36,
6993,11403.9,36308.6,142.9,120,712,36,
6994,11405.4,36313.9,142.9,120,712,36,
6995,11407.1,36319.9,145.3,114,692,36,
6996,11408.6,36325.0,145.3,114,692,36,
6997,11410.4,36331.0,147.8,108,673,36,
6998,11411.9,36336.0,147.4,109,676,40,
6999,11413.4,36340.9,153.6,97,632,41,
7000,11414.9,36345.9,155.2,94,622,42,
7001,11416.4,36350.9,155.2,94,622,42,
7002,11418.1,36356.9,148.1,108,670,37,
7003,11419.6,36362.0,148.1,108,670,37,
7004,11421.4,36368.1,145.3,114,692,37,
7005,11422.9,36373.2,146.7,111,681,39,
7006,11424.1,36377.3,146.7,111,681,39,
7007,11425.9,36383.4,145.8,113,688,38,
7008,11427.4,36388.4,145.8,113,688,38,
7009,11429.1,36394.4,147.1,110,678,35,
7010,11430.9,36400.5,145.2,114,693,37,
7011,11432.4,36405.6,145.2,114,693,37,
7012,11434.1,36411.7,145.1,115,694,36,
7013,11435.6,36416.9,145.1,115,694,36,
7014,11437.4,36422.9,146.0,112,687,36,
7015,11439.1,36428.8,146.6,111,682,37,
7016,11440.9,36434.8,148.7,106,666,35,
7017,11442.4,36439.8,150.5,103,653,37,
7018,11444.1,36445.6,149.9,104,657,35,
7019,11445.9,36451.5,149.0,106,664,35,
7020,11447.4,36456.6,149.0,106,664,35,
7021,11449.1,36462.6,146.6,111,682,36,
7022,11450.9,36468.7,145.6,113,690,36,
7023,11452.4,36473.8,145.6,113,690,36,
7024,11454.1,36479.8,145.8,113,688,35,
7025,11455.9,36485.8,146.9,110,679,35,
7026,11457.6,36491.7,148.4,107,668,36,
7027,11459.1,36496.8,148.4,107,668,36,
